6	1.82	2
2	1.7	2
4	1.4	2
2	2.55	2
7	1.71	2
19	2.38	2
4	2.48	2
2	2	2
2	1.64	2
2	1.68	2
5	1.69	2
7	1.8	2
1	1.49	2
4	3.16	2
10	2.67	2
12	2.65	2
3	3	2
4	3.1	2
2	2.73	2
2	2.24	2
3	3	2
4	2.41	2
9	1.58	2
6	1.1	2
3	2.54	2
1	2.57	2
6	2.49	2
5	2.85	2
10	2.42	2
12	2.84	2
2	3.32	2
3	3.99	2
6	2.42	2
4	2.43	2
5	3.61	2
11	2.21	2
6	2.48	2
1	1.17	2
5	1.82	2
2	2.45	2
6	1.82	2
29	0.53	3
9	1.6	3
22	1.39	3
18	0.52	3
25	1.93	3
15	1.4	3
4	1.59	3
22	0.44	3
23	0.34	3
28	1.05	3
22	0.59	3
4	1.35	3
26	0.82	3
25	0.8	3
2	1.23	3
21	1.13	3
22	0.47	3
14	0.24	3
9	0.54	3
20	0.19	3
11	1.1	3
4	1.42	3
17	0.44	3
13	1	3
17	0.9	3
21	0.52	3
4	1.28	3
29	0.6	3
23	0.54	3
20	0.56	3
39	0.47	3
17	1.38	3
45	0.81	3
33	0.36	3
32	0	3
38	0.81	3
23	0.8	3
6	0.53	3
26	0.66	3
36	0.6	3
39	0.68	3
26	1.33	3
21	1.51	3
23	1.8	3
26	1.39	3
19	2	3
25	1.4	3
30	1.26	3
22	1.64	3
4	1.67	3
17	0.61	3
29	0.76	3
32	1.48	3
20	0.54	3
5	1.65	3
24	0.65	3
33	1.25	3
1	1.73	3
0	1.48	3
32	1	3
5	1.54	3
39	2.1	3
4	1.68	3
6	1.22	3
34	1.18	3
21	1.58	3
36	1.47	3
33	1.48	3
40	1.28	3
29	1.72	3
11	1.52	3
17	1.64	3
28	0.68	3
19	1.07	3
19	1.38	3
10	1.54	3
26	0.27	3
24	0.75	3
14	1	3
16	0.61	3
14	0.88	3
12	0.42	3
27	0.84	3
24	0.71	3
24	1.81	3
22	1	3
18	1	3
31	1.46	3
34	0.55	3
16	0.43	3
28	2	3
22	0.68	3
